rating,verified,year,reviewerName
5,TRUE,2015,leo
4,TRUE,2015,Anthony Marsh Jr.
5,TRUE,2015,A. Peacock
5,TRUE,2015,brown sugar
3,TRUE,2015,DramaBear
4,TRUE,2015,David martin
5,TRUE,2015,Marcus Pendergraft
5,TRUE,2014,patty
5,TRUE,2014,Bluelantern87
3,TRUE,2014,Iron Puppy
5,TRUE,2014,dgtech
5,TRUE,2014,E. Spaletta
1,TRUE,2014,Mason
5,TRUE,2014,Thomas AW.
5,TRUE,2013,dancinhomer
5,TRUE,2013,Matthew L.
3,TRUE,2013,painandjoy25
5,TRUE,2013,Yata
4,TRUE,2013,Kisha
2,TRUE,2013,jj
5,TRUE,2013,Juan Alberto Seleme
4,FALSE,2013,John Buflod
3,FALSE,2013,Trell
5,TRUE,2012,slightly curious
5,TRUE,2012,Z-Fire
3,FALSE,2012,Rambo
4,TRUE,2012,Austin
3,FALSE,2012,Amazon Customer
2,TRUE,2012,Tough Customer
5,FALSE,2011,steve
5,FALSE,2011,Gameboy
4,TRUE,2011,Clyde Crow
5,TRUE,2011,Fair Customer
4,TRUE,2011,Jeff
5,TRUE,2011,wraith99
5,TRUE,2011,Kevin Graham
5,TRUE,2011,alvin
3,TRUE,2011,ronny
4,TRUE,2011,Volum3Plus
5,TRUE,2011,Stan C
1,FALSE,2010,XdaisyX
4,TRUE,2010,L
5,FALSE,2010,Robert Laurence Harris
5,TRUE,2010,HBK
3,TRUE,2010,S. O&#039;connor
5,FALSE,2010,chill_dog
3,FALSE,2010,A. Schlosser
4,FALSE,2010,M. Weir
1,FALSE,2010,Bonnie Ciafre
4,TRUE,2010,Fake Santa
5,TRUE,2009,Jay Weezy
1,TRUE,2009,elchamber
5,TRUE,2009,Eric Jacobs
4,FALSE,2009,Joseph R. Tomasso
4,FALSE,2009,Justin Graziano
4,FALSE,2009,Nathan S. Davis
2,FALSE,2009,AL BADER
5,FALSE,2009,C. Keep
3,FALSE,2009,SonicFun01
5,FALSE,2008,Nicole J. Burroughs
4,FALSE,2008,Robert A. Morin
5,FALSE,2008,Transformer fan
5,FALSE,2008,P. Branch
3,FALSE,2008,Christopher R
4,FALSE,2008,Jason Bean
5,FALSE,2008,Caleb Williams
4,FALSE,2008,Va- Bank
5,FALSE,2008,Justin Mayer
5,FALSE,2008,J. D. Mitchell
1,FALSE,2008,JJC
4,FALSE,2006,Vladimir Acta
3,FALSE,2009,M. Su
4,FALSE,2009,ojh333
3,FALSE,2009,R. BOGLE
4,FALSE,2010,Margaux Paschke
4,FALSE,2009,Adam
2,FALSE,2009,James Antill
3,FALSE,2009,Andrew K
2,FALSE,2009,S. J. Krause
3,FALSE,2009,K. McGuin
2,FALSE,2009,Michael Turner
2,TRUE,2011,Robert E. Thomas
3,FALSE,2009,Death is real
3,FALSE,2009,SnS
1,FALSE,2008,Kindle Customer
1,TRUE,2008,Michael A. Rock
3,FALSE,2010,J. Leigh
5,TRUE,2014,Nelson Contreras
5,FALSE,2014,Ricardo
4,TRUE,2014,Midway 47
3,TRUE,2013,McShopper
3,TRUE,2013,dancinhomer
4,FALSE,2013,casual gamer
5,TRUE,2013,Richard Wells
2,TRUE,2013,Jack
5,TRUE,2013,Brett H. Pokorny
5,TRUE,2012,sokabaru
4,FALSE,2012,A.J.
5,FALSE,2012,From Camarillo
4,TRUE,2011,JA
4,FALSE,2011,Son of Tiamat
3,FALSE,2011,thePersian{Knife
5,FALSE,2011,Seth Schultz
3,TRUE,2011,Jhonattan Paniagua
5,TRUE,2011,Matthew
5,TRUE,2011,Dark ELf Link
1,TRUE,2011,W. G. Mccann
3,FALSE,2010,David 
4,TRUE,2010,Oscar Galvez
3,FALSE,2010,D-man
1,FALSE,2010,Too Old for Games
5,TRUE,2010,pasteyswazey
3,FALSE,2010,Caleb Owen
1,TRUE,2010,Miller Rodriguez De Pea
1,FALSE,2008,Tom Harvey
4,FALSE,2008,Israel A. Anschuetz
5,TRUE,2014,Sandra
4,TRUE,2014,747
4,TRUE,2014,Rick
5,TRUE,2013,N. starr
3,TRUE,2010,Christopher Naber
2,TRUE,2010,S. MCCANN
3,FALSE,2009,R. Young
3,FALSE,2009,David Girod
5,FALSE,2008,Nitesh Ghavri
5,TRUE,2015,Ted Moyer
5,TRUE,2015,Amazon Customer
5,TRUE,2015,JF
3,TRUE,2015,Doom Guy
4,TRUE,2015,David martin
5,TRUE,2015,Ktown
5,TRUE,2015,robin stine
5,TRUE,2014,Mario Martinez
4,TRUE,2014,jerry h. watanabe
5,TRUE,2014,Fernando Ramos
3,TRUE,2014,Adam Jaworski
5,TRUE,2014,Havilen Bothwell
4,TRUE,2013,Big time Reviews
3,TRUE,2013,Ryan L. Paul
4,TRUE,2013,Mark J
5,TRUE,2013,Rick
5,TRUE,2013,Marco
5,TRUE,2012,Christopher Preston
3,TRUE,2012,Thurston
5,TRUE,2012,agustin
5,TRUE,2012,Stephen Duesler
3,TRUE,2012,Hendo
5,TRUE,2012,Experiment 626
5,FALSE,2011,"Richard Smoot, Psy.D."
4,TRUE,2011,Norman Sands
5,FALSE,2010,Donnie D
4,FALSE,2010,Sibelius
5,TRUE,2010,Aaron Dusenberry
4,TRUE,2010,Louie the Italian Jew
4,FALSE,2009,Sebastian Fernandez
5,FALSE,2009,michael alexander
5,FALSE,2009,Tristan A. Hayes
4,FALSE,2009,P. Webb
1,FALSE,2009,M. Grant
4,FALSE,2009,Nathan Smith
4,FALSE,2009,W. Scott Heitman
4,FALSE,2009,Sylo
4,FALSE,2008,Riyad Kalla
4,FALSE,2008,cmiller
4,FALSE,2008,N. Durham
4,FALSE,2008,S. D. Johnson
3,FALSE,2008,Sincerely Yours
4,FALSE,2008,Chicago Gal
4,FALSE,2008,Trive
3,FALSE,2008,Peace Daddy
4,FALSE,2008,Nathan M. Rose
4,FALSE,2008,Kasia S.
3,FALSE,2008,Brian Reaves
4,FALSE,2008,H.F.
5,FALSE,2008,banana wind
3,FALSE,2008,Daniel L. Bateman
5,FALSE,2008,Jerry Palmerino
5,FALSE,2008,MetalheadMissy and Jimmy from youtube
5,FALSE,2008,Eric Byers
3,FALSE,2008,B. Colonna
4,FALSE,2008,J. Villeneuve
4,FALSE,2008,korova
5,FALSE,2008,P. Branch
1,FALSE,2008,Plaid Ninja
2,TRUE,2008,VLS
5,TRUE,2015,Athelene
5,TRUE,2015,Katie
5,TRUE,2015,Maria C.
5,TRUE,2014,Excelent
4,TRUE,2013,I. Raquel R.
4,TRUE,2012,Wigington Family
5,TRUE,2012,Jose M. Lopez
5,TRUE,2012,J Will
2,FALSE,2010,J. Abarquez
5,TRUE,2010,Henry Wolford
5,TRUE,2009,Albanian mafia
5,FALSE,2009,D. Guyer
4,TRUE,2009,H. Sapiens
3,FALSE,2009,J. Cart
4,TRUE,2008,Raiderman98
5,FALSE,2008,WendyInWA
5,FALSE,2008,Timmy G
5,TRUE,2014,h.eff.
5,TRUE,2013,Dillon Stenberg
5,TRUE,2013,fishyks
4,TRUE,2013,Jeremy J Uliss
4,TRUE,2012,Brandon L
4,TRUE,2010,J. Anderson
5,TRUE,2009,Kent Devillafranca
4,TRUE,2009,Opinionated Consumer
4,TRUE,2008,kindred spirit
5,TRUE,2008,Antonio
2,FALSE,2008,Micheal Hunt
4,TRUE,2012,Nov-87
5,FALSE,2009,Carlos Hurtado
5,TRUE,2009,STAY LOW
4,FALSE,2008,Thomas A. Zulli
4,FALSE,2008,Movie Nerd
3,FALSE,2008,Chad
5,TRUE,2016,RoseAnn Schultz
3,TRUE,2015,Kathy Michael
5,TRUE,2014,Seth Davis
2,FALSE,2013,Micheal Hunt
4,TRUE,2013,ycnan
3,FALSE,2012,Coffee Addicted Writer (Billy)
4,TRUE,2012,K. Seyfert
3,TRUE,2009,Laura Richmond
5,FALSE,2009,Cindy
4,FALSE,2009,SegaGuy217
5,FALSE,2009,Ghost
5,FALSE,2008,Caleb Williams
5,TRUE,2016,majorjn
5,TRUE,2016,Travis McDowell
5,TRUE,2015,Terrie Abbott
5,TRUE,2015,Kindle Customer
3,TRUE,2015,Melissa  Harvey
4,TRUE,2015,FTWTX102
5,TRUE,2015,barbara
5,TRUE,2015,Esteban Vargas
5,TRUE,2015,Harriet R. Preston
5,TRUE,2014,Carlos
5,TRUE,2014,willie clark
5,FALSE,2014,R. Q. Burton
5,FALSE,2014,Jesse Shannon
5,TRUE,2014,Steve Downes
5,TRUE,2013,B tha king
5,TRUE,2013,J Smith
5,TRUE,2013,Glenn Sablan
4,TRUE,2011,S. Carlson
5,FALSE,2011,High-Hate
3,TRUE,2011,James Geddis
4,TRUE,2010,Goldenroom
5,FALSE,2009,O. Chance
1,FALSE,2009,P. Cote
4,FALSE,2009,Steven D
3,TRUE,2009,Fonz
2,FALSE,2009,A Forest Fan
4,FALSE,2009,Martial Tam
5,FALSE,2009,CPT V
1,FALSE,2009,miguel
5,FALSE,2008,B Wiley
3,FALSE,2008,Deimos
2,FALSE,2008,Marvin Powell
5,FALSE,2008,Matthew Kunka
3,FALSE,2008,Dredded Deuce
5,TRUE,2015,*
4,TRUE,2015,Kim62364
3,TRUE,2014,Tony F.
5,TRUE,2014,Charles L Fisher
5,TRUE,2014,miamibaby
3,FALSE,2014,Kane&#039;s Review
3,TRUE,2013,Gene
4,TRUE,2013,Jeremy
5,FALSE,2013,Mihaly John Reman
5,TRUE,2012,Ruben Solorio
5,TRUE,2010,B Wiley
3,FALSE,2010,VGA
3,TRUE,2010,Matthew C
3,TRUE,2010,S. MCCANN
3,FALSE,2009,Williams210
1,FALSE,2009,7
1,FALSE,2009,J. FELLA
3,FALSE,2008,Tushster
2,FALSE,2008,Aiex Halo
4,FALSE,2009,Jesse
4,FALSE,2008,Michael Gammell
5,TRUE,2013,Ray P.
4,TRUE,2012,Lawman154
3,FALSE,2011,Starcrescendo
1,TRUE,2010,Joshua Smith
5,TRUE,2015,Justin Mahani
5,TRUE,2012,Sidney A. Gines
3,TRUE,2009,Travis Hochsprung
5,TRUE,2017,Michael Billings
5,TRUE,2017,Bob C.
5,TRUE,2017,Jackson C
4,TRUE,2016,Nolan Burchfield
5,TRUE,2016,Adel
5,TRUE,2015,Cynthia O. Brown
5,TRUE,2014,Tonya Mortenson
5,TRUE,2013,Nikki Buck
5,TRUE,2012,Ben from Wisconsin
5,FALSE,2012,Faerie Graveyard
1,FALSE,2012,Earl Gatchalian
5,TRUE,2017,Extreme X
5,TRUE,2017,Michael R. Bressler
4,TRUE,2017,Gustavo Troya
1,FALSE,2017,Pauli
5,TRUE,2017,Jurnell Bailey
5,TRUE,2017,Anime Guy
3,TRUE,2017,J. C. Lombardi
5,TRUE,2017,Alan
5,TRUE,2016,Arowson
5,TRUE,2016,mary
5,TRUE,2016,Amazon Customer
5,TRUE,2016,David Johnson
2,TRUE,2016,P. Joice
2,TRUE,2016,Gerrard102
5,TRUE,2016,Bipo
4,TRUE,2016,Clifford Hepplethwaite
1,FALSE,2016,Viper187
5,TRUE,2016,FungC9
3,TRUE,2016,reddraco
1,TRUE,2016,Martin
1,FALSE,2016,A Customer
3,TRUE,2016,Amazon Customer
5,TRUE,2016,Arturo M.
3,TRUE,2016,n/a
4,TRUE,2016,Amazon Customer
5,TRUE,2016,D Branstetter
5,TRUE,2016,rackel mendoza
4,TRUE,2016,Fletcher
5,TRUE,2015,Victoria Lilly
5,TRUE,2015,VIVAVAIO
5,TRUE,2015,Espi
5,TRUE,2015,TATE
5,TRUE,2015,Aidan Troy
5,TRUE,2015,Suspense
5,FALSE,2015,Jason
5,TRUE,2015,Jose Jesus Lugo Marin
5,TRUE,2015,Kyle
5,TRUE,2015,Jackson Fisher
5,TRUE,2015,Eric
1,FALSE,2015,Adam
4,TRUE,2015,Giantmushroom
5,TRUE,2015,Tim Pruckler
5,TRUE,2015,carlos
5,TRUE,2015,Theta Zero
5,TRUE,2015,Brooklyn
5,TRUE,2015,Q. Herman
3,TRUE,2015,pedro
5,FALSE,2015,Scruffy
5,TRUE,2015,Ogmundur
5,TRUE,2015,CameronC
4,FALSE,2015,Tirsden Frozenrayn
5,TRUE,2015,Amazon Customer
5,TRUE,2015,daphnes mom
3,TRUE,2015,DramaBear
5,TRUE,2015,Matthew Morris
1,TRUE,2015,Stampede
5,TRUE,2015,Hanguang
4,TRUE,2015,GL!+cH
2,TRUE,2015,LEI
5,TRUE,2015,Adam Hassler
4,TRUE,2015,James Albright
5,TRUE,2015,The Black Market
5,TRUE,2015,D. J. Laki
5,TRUE,2015,Ricardo Perez
4,TRUE,2015,kevin gillmor
2,TRUE,2015,tamin
5,TRUE,2015,howard
5,TRUE,2015,David Oswaldo O`bryam Cedeo Abreu
4,TRUE,2015,Neil H. Nitkin
5,TRUE,2015,Aaron W Layton
5,TRUE,2015,Edmond Avakian
5,TRUE,2015,hereticzero
5,TRUE,2015,Norval
1,FALSE,2015,That One Guy From That One Place
5,TRUE,2015,Mick Maestro
5,TRUE,2015,Freddy
5,TRUE,2015,Geo
5,TRUE,2015,Leonardo Ervey Mendez Garza
1,TRUE,2015,The happy person
5,TRUE,2015,Ambrosia075
5,TRUE,2015,CDietz
3,TRUE,2015,sean bise
5,TRUE,2015,Amor Ranola
4,FALSE,2015,American Celt
5,TRUE,2015,John
1,TRUE,2015,Kindle Customer
4,TRUE,2015,Woo H. Choi
5,FALSE,2014,Paul B.
5,FALSE,2014,Yrofthetiger
3,FALSE,2014,Trenton Bennett
5,TRUE,2014,B. Gannon
1,FALSE,2014,Crispy
5,TRUE,2014,Josh
1,FALSE,2014,Jeremy
5,TRUE,2014,Ronald
5,TRUE,2014,Me Bethere
5,TRUE,2014,Dodo
1,TRUE,2014,Baron Leone
4,TRUE,2014,AgenZ
5,FALSE,2014,Jhonatan
5,TRUE,2014,Paul Pearce
5,TRUE,2014,SK
5,TRUE,2014,Timothy J. Seaman
4,TRUE,2014,C. Scott
3,TRUE,2014,Emily Gilroy
5,TRUE,2014,raynier
5,FALSE,2014,luisblanes
4,FALSE,2014,Josh Wiggins
5,TRUE,2014,Chas L. Boss
3,TRUE,2014,Christian Anime Girl
4,TRUE,2014,Adam Jaworski
5,FALSE,2014,GamerTG
1,FALSE,2014,cbf
3,FALSE,2014,Brian Glass
5,TRUE,2014,kevin yao
4,TRUE,2014,ryan keinath
3,FALSE,2014,beyondDrink
5,TRUE,2014,Mitsumi Sugiura
5,TRUE,2014,Danny A.
3,TRUE,2014,Tyler Eon
5,TRUE,2014,Francesco Jose Iannolo
1,FALSE,2014,Roy A. Travers
5,TRUE,2014,howie
5,TRUE,2014,Ricardo Avila
4,TRUE,2014,Courtland J. Carpenter
1,TRUE,2014,CD Duffy
3,TRUE,2014,ronny111
3,TRUE,2014,Tim Case
5,TRUE,2014,Maria salome
4,FALSE,2014,ThriftyShopper
4,FALSE,2014,Joshua R. Poulson
5,FALSE,2014,Daniel Hendrickson
2,FALSE,2014,wushu
5,FALSE,2014,Kirk386
4,FALSE,2014,Shane :)
2,FALSE,2014,Jay B.
4,TRUE,2014,MJ
3,TRUE,2014,mraz
1,TRUE,2014,J. Loomis
4,TRUE,2014,Michael C.
3,TRUE,2014,Glen Whiltey
5,TRUE,2014,Latis
5,FALSE,2014,Aaron Graves
5,TRUE,2014,A Gamer at Heart
1,FALSE,2014,Scoot65
2,FALSE,2014,Jason DeParto
4,TRUE,2014,ROGER L ARMSTRONG
5,TRUE,2014,Loruham
5,TRUE,2014,Stabicus
5,TRUE,2014,Amazon Customer
5,TRUE,2014,MW3976
2,FALSE,2014,Amir Alturkistani
5,TRUE,2014,Yolanda Ruiz
4,TRUE,2014,Tanya Pownall
3,TRUE,2014,Matthew Speak
5,TRUE,2014,Juan Jose Perez Rivero
4,TRUE,2014,Geary
4,FALSE,2014,Jadd
5,TRUE,2014,Advocate
5,TRUE,2014,MEmanuel
3,FALSE,2013,Dad&#039;s Gaming Addiction
2,FALSE,2013,NeuroSplicer
4,TRUE,2013,Wendell Lee
5,TRUE,2013,Gregor Gonzalez
2,FALSE,2013,Ed Erdman
2,FALSE,2013,The Examinators
2,TRUE,2013,Amazon Customer
5,TRUE,2013,steven a johnson
1,FALSE,2013,Bruce W. Johns
5,TRUE,2013,Darryl Koch
5,TRUE,2013,Aaron Madden
5,FALSE,2013,BrotherKehn
1,FALSE,2013,Roman
1,TRUE,2013,Allen Patterson
3,TRUE,2013,Cody &amp;amp; Chelsey Craft
5,TRUE,2013,Michael Lovett
2,TRUE,2013,Caleb Carter
4,TRUE,2013,Michael S
5,TRUE,2013,J. Mitchell
4,FALSE,2013,Michael Kraus
1,FALSE,2013,Viperious
3,FALSE,2013,Finn Hall
5,TRUE,2013,Terry Holdbrooks
5,TRUE,2013,Eric Vanderlaan
2,TRUE,2013,L. McNerney
4,TRUE,2013,Christopher Whitten
4,TRUE,2013,Dylan Murphy
5,TRUE,2013,Mike Brosnan
5,TRUE,2013,Brett83501
1,FALSE,2013,lisa
1,TRUE,2013,Buyer
3,TRUE,2013,Gerald M. Williams
5,FALSE,2013,B. Mishler
1,FALSE,2013,Benable
5,TRUE,2013,Larc
1,FALSE,2013,Jonner
1,FALSE,2013,Hostage67
4,FALSE,2013,Jrecondite
3,TRUE,2013,shadowblue42
2,FALSE,2013,CoreytheCrow
2,TRUE,2013,ShadowCat
2,FALSE,2013,Gary Hall
2,TRUE,2013,Paul D. Singleton
3,TRUE,2013,kyle eggers
4,FALSE,2013,Deimos
5,TRUE,2013,Samuel Singer
2,TRUE,2013,Ryan Bowersox
1,FALSE,2013,Jasper
3,TRUE,2013,Chris Z. Samaripa
4,TRUE,2013,Jewel Bee
4,FALSE,2013,Gokart Mozart
3,TRUE,2013,Evan
5,TRUE,2013,jennifer
1,TRUE,2013,Gud Spelar
5,FALSE,2013,A. Deutschlander
1,FALSE,2013,John
1,FALSE,2013,lotus
5,FALSE,2013,Heroic_Kungfuanyone
5,TRUE,2013,D. M.
3,TRUE,2013,Kurogosane
3,FALSE,2013,PernXX
2,FALSE,2013,Mario
4,FALSE,2013,S. Panchigar
2,TRUE,2013,K. C. Cheng
3,TRUE,2013,Herman
5,TRUE,2013,G0Horns!
5,TRUE,2013,Defiant
1,TRUE,2013,Joseph D. Thomas jr
3,TRUE,2013,B. Schultz
4,TRUE,2013,spike
3,FALSE,2013,lionelhoss
5,TRUE,2013,gustavo
1,FALSE,2013,Edge
5,TRUE,2013,GGG
4,TRUE,2013,reddevil2064
3,TRUE,2013,Technocrat
1,FALSE,2013,Jim
5,TRUE,2013,Everything Classic Rock
5,TRUE,2013,dwarf
1,FALSE,2013,Ash Ketchum
1,FALSE,2013,Catchafire
2,TRUE,2013,blep
4,TRUE,2013,david l thrower
5,TRUE,2013,ElijahDan
4,TRUE,2013,J. Rawr
2,TRUE,2013,T. Lack
5,TRUE,2013,L. Gee
3,TRUE,2013,SLDALLAS
2,TRUE,2013,Luky_shot
2,FALSE,2013,Street Jay
3,FALSE,2013,michael
5,TRUE,2012,Renee D. Smith
2,TRUE,2012,C. Gamer
5,TRUE,2012,Crystal
5,TRUE,2012,Raymond Merriam
1,TRUE,2012,Amazon Aggie
1,FALSE,2012,Veil_Lord
2,FALSE,2012,EvilxMunkee
5,TRUE,2012,Adobe Master
1,TRUE,2012,Harvey  Floyd
1,FALSE,2012,NwolfZ
4,TRUE,2012,Charles Haze
5,TRUE,2012,Matthew Wiltshire
4,TRUE,2012,A. Mefford
1,FALSE,2012,Leif
3,TRUE,2012,rjalnev
1,TRUE,2012,A proud mother
3,FALSE,2012,Kimberly Denise Thompson
1,TRUE,2012,Jediknight
5,TRUE,2012,Linda G. Hoeck
2,TRUE,2012,JCBiker
4,FALSE,2012,totally dude
5,FALSE,2012,thenonhacker
1,FALSE,2012,K. McGuin
1,FALSE,2012,Yongari
4,TRUE,2012,10290482027
1,FALSE,2012,Amazon Customer
2,FALSE,2012,Derek G
1,FALSE,2012,Mr. G. Hill
5,TRUE,2012,Drewloo
1,FALSE,2012,Tom O&#039;Brien
5,TRUE,2012,DavidMang
1,TRUE,2012,Weeping Rain
5,TRUE,2012,Scott
2,TRUE,2012,VaporTrail
1,TRUE,2012,A. Swain
4,FALSE,2012,Richard Baker
1,FALSE,2012,Angelox
3,FALSE,2012,M. Cordoba
1,TRUE,2012,RHPap
5,TRUE,2017,irfan
5,TRUE,2016,Luis Paulino
1,TRUE,2015,jon
4,TRUE,2015,Amazon Customer
1,FALSE,2012,Alan Bouyssou
1,FALSE,2012,j wrock
3,FALSE,2015,Piaw Na
4,FALSE,2012,Dizzy
4,TRUE,2012,Mrs. Larghe
1,FALSE,2012,greg
2,FALSE,2012,pbro
5,TRUE,2015,Chief Rocka Dr. Kool
1,FALSE,2012,ThaBigTasty
3,TRUE,2012,Jon Snow
2,TRUE,2012,Eric
5,TRUE,2015,R. Clarke
5,TRUE,2014,Ahmad K.
1,FALSE,2014,who dresses you
5,TRUE,2014,So
4,TRUE,2014,David D.
5,TRUE,2014,Yichuan Chen
4,FALSE,2014,Baron Leone
3,TRUE,2014,northsidelunatic
5,TRUE,2014,William H. Parks Jr.
5,TRUE,2014,Andris Prokopovich
5,FALSE,2014,Keith Davis
1,TRUE,2014,Nelson Provost
4,FALSE,2014,LinXX MiDoups
5,TRUE,2014,abdulrahman Hassan Sawas
4,TRUE,2014,J. Adams
5,FALSE,2014,Roy A. Travers
2,FALSE,2012,T. Blackford
5,TRUE,2014,lilibet
2,FALSE,2014,Grippy
1,TRUE,2014,Dan Y.
1,TRUE,2014,jeanette collier
5,TRUE,2014,Trini T
4,FALSE,2014,Alpha Magic Carpet Sewell
5,TRUE,2014,Twinkie
1,FALSE,2014,G. Perkins
2,FALSE,2012,D.
1,FALSE,2012,Beechnut
3,TRUE,2012,Woundheir
4,TRUE,2014,Brandon Johnson
3,FALSE,2013,Kharlus
5,TRUE,2013,Hani Wally
3,FALSE,2013,Kristin
2,FALSE,2013,Chef Sean
1,FALSE,2012,I. Radas
5,TRUE,2013,Robspace1
1,TRUE,2013,Craig C. Long
4,FALSE,2013,Cutlass50008
4,FALSE,2013,Animyr
4,FALSE,2012,Joshua Robert Matrone
5,FALSE,2013,C-T
2,FALSE,2013,PJ
5,TRUE,2013,Gary R. Smith
3,TRUE,2013,howie
2,FALSE,2013,Wolfshed66
4,TRUE,2013,Ryan Bowersox
5,FALSE,2012,From Detroit
1,FALSE,2012,IXVolt
1,TRUE,2012,Andrew Cink
1,TRUE,2012,Dan
1,FALSE,2012,M. Simms
3,TRUE,2013,Jimfl47
5,FALSE,2013,DOC
3,TRUE,2013,Jerry mouse
2,TRUE,2013,Yvonne Rodriguez
2,TRUE,2012,That One Guy
1,TRUE,2013,GatoRat
5,TRUE,2012,Juggy1337
5,FALSE,2012,Nathan
3,FALSE,2012,AutumnElf
2,FALSE,2012,Tyson Wills
5,TRUE,2012,J T.
5,TRUE,2012,Mrs. Larghe
3,FALSE,2012,Philip Norsworthy
2,FALSE,2012,Robin Solsj Hglund
3,TRUE,2012,Catbird84
2,TRUE,2012,Bill
1,FALSE,2012,TheRockAndRollGamer
5,FALSE,2012,Pumpkin Man
4,TRUE,2012,W. Williams
5,TRUE,2012,C. Ramos
2,TRUE,2012,Kiyo Muk
5,TRUE,2012,Freakonforfatty
3,FALSE,2012,Dexter
1,FALSE,2012,Leon
3,TRUE,2012,r.bowen
4,FALSE,2012,Richard Baker
1,FALSE,2012,SBJ400
5,FALSE,2012,Audra L. Russo
3,FALSE,2012,Cavs Fan
5,FALSE,2012,Barbara Walsh
5,FALSE,2012,Dylan
1,FALSE,2012,uerikqefjipwdq
3,FALSE,2012,A. Whitehead
5,FALSE,2012,Robert R. Stone
3,TRUE,2012,Ben LeClair
4,TRUE,2012,HitRaj 47
2,FALSE,2012,Playgolfandtennis
5,FALSE,2012,LMG86
5,FALSE,2012,Adam K
1,FALSE,2012,RisingSkeptic
2,FALSE,2012,AM
5,FALSE,2012,FieldsofElysian
5,TRUE,2012,Michael P. Forbes
3,FALSE,2012,James W. Durney
1,FALSE,2012,Amazon Customer
2,TRUE,2012,M. Anderson
1,FALSE,2012,John Smith
4,TRUE,2012,Eric May
1,TRUE,2012,DSV
4,TRUE,2012,B. Goldman
1,FALSE,2012,V. Kosmina
4,FALSE,2012,N. Leonardi
1,FALSE,2012,A. Lans
2,TRUE,2012,Danny Yu
2,FALSE,2012,Legend of Zelda
1,FALSE,2012,The0ne
2,FALSE,2012,S. Bearden
1,TRUE,2012,K. Rutkowski
1,FALSE,2012,CJ
3,FALSE,2012,Reviewman
2,FALSE,2012,Darkshadow
1,FALSE,2012,Marcus
1,FALSE,2012,Jacob Fletcher
1,FALSE,2012,ShallowTech
1,FALSE,2012,Anonymous
1,FALSE,2012,J
4,FALSE,2012,K.C.H.
1,FALSE,2012,Zzzzz
5,TRUE,2012,Baatar
2,FALSE,2012,Brian
5,FALSE,2012,Hratli
5,TRUE,2012,J. M. Jones
1,FALSE,2012,Kastoremaru
1,FALSE,2012,Avid Reader
1,FALSE,2012,xorxorxor
1,FALSE,2012,JT
4,FALSE,2012,Jolene M. Williams
2,FALSE,2012,ALP2
2,FALSE,2012,hydroshocker
2,TRUE,2012,Arvin
1,TRUE,2012,GOILYASTRONG
1,FALSE,2012,Blake Hulbert
2,FALSE,2012,Christopher S. Trent
2,TRUE,2012,Brian Carnett
2,FALSE,2012,littlecat
1,FALSE,2012,Julia S.
1,FALSE,2012,Josh
1,FALSE,2012,Miles O&#039;Smiles
4,FALSE,2012,DB.Zimmerman
2,FALSE,2012,Brendan
2,FALSE,2012,J. hibbs
1,FALSE,2012,WG
1,FALSE,2012,Brian
5,TRUE,2012,David S. Lenzner
2,TRUE,2012,Powie
1,FALSE,2012,Jason
2,FALSE,2012,Ben LeClair
1,FALSE,2012,Khatsalano
1,FALSE,2012,:-)
5,FALSE,2012,Mike
1,FALSE,2012,Max Power
1,TRUE,2012,LMG86
1,FALSE,2012,Stan Pines
1,FALSE,2012,Consumer
1,FALSE,2012,Harry G. Chambers
2,FALSE,2012,Gasaraki
4,TRUE,2012,DAVID ANDERSON
1,TRUE,2012,Jonny Lee
1,FALSE,2012,R. bird
1,FALSE,2012,Richard A. Rossi
1,FALSE,2012,Corpsecrank
1,FALSE,2012,Veyron
2,FALSE,2012,James Murphy
3,FALSE,2012,Moviedude
1,TRUE,2012,Michael
1,TRUE,2012,V. Truong
2,FALSE,2012,Dennifer
4,FALSE,2012,Daniel A. T. Andreazzi
5,FALSE,2012,R. Bolin
5,FALSE,2012,C. HAWKINS
2,FALSE,2012,Aaron Shaver
1,FALSE,2012,Jason Campbell
2,FALSE,2012,Lance
1,FALSE,2012,MSB
5,FALSE,2012,Dwayne J
1,FALSE,2012,Flowers48
1,FALSE,2012,Hector
1,TRUE,2012,Real Raleigh Reviewer
5,TRUE,2012,OhSoEpic
1,TRUE,2012,Robert A. Herberg
2,FALSE,2012,Nishi
5,FALSE,2012,T. Nguyen
4,TRUE,2012,Daniel V. Hawkins
5,TRUE,2012,Knightwind
1,FALSE,2012,Erik
1,FALSE,2012,Tasha
2,FALSE,2012,A. Golden
4,FALSE,2012,J. Itterly
5,FALSE,2012,Z. Polak
1,FALSE,2012,E.A.W.
1,FALSE,2012,O. Ordonez
1,FALSE,2012,A. J. Herring
2,TRUE,2012,Putts
4,FALSE,2012,Glakhmed
1,FALSE,2012,jeffrey allen reed
1,TRUE,2012,Greatone
2,FALSE,2012,Nicolas Green
1,FALSE,2012,GamePlayer30
4,FALSE,2012,JNohr83
1,FALSE,2012,The Squirrel
3,FALSE,2012,Paul G. Atkinson
4,TRUE,2012,R. Wojciechowski
2,FALSE,2012,Nathan T.
3,FALSE,2012,Da Jester
5,FALSE,2012,Brandon
1,FALSE,2012,GJY
1,TRUE,2012,Chris G.
2,TRUE,2012,Shanghaied
